@relation train_80p100_38556_weather_only

@attribute weather_description {'overcast clouds',haze,'scattered clouds','sky is clear','broken clouds',mist,'moderate rain','Sky is Clear','light snow','heavy snow','proximity thunderstorm','few clouds','light rain','light intensity drizzle',fog,'heavy intensity rain',snow,drizzle,'proximity shower rain',thunderstorm,smoke,'thunderstorm with light rain','very heavy rain','heavy intensity drizzle','proximity thunderstorm with rain','thunderstorm with rain','shower drizzle','light shower snow','thunderstorm with heavy rain','thunderstorm with light drizzle','proximity thunderstorm with drizzle',SQUALLS,'light intensity shower rain','freezing rain','light rain and snow',sleet,'thunderstorm with drizzle'}
@attribute traffic_volume numeric

@data
snow,490
'moderate rain',300
haze,893
'sky is clear',705
'light snow',5201
'scattered clouds',370
'light intensity drizzle',2678
'overcast clouds',967
'scattered clouds',582
'scattered clouds',3184
'light rain',3158
mist,2919
'overcast clouds',321
'sky is clear',354
'light intensity drizzle',4041
'broken clouds',828
'broken clouds',2789
'Sky is Clear',4461
'light snow',1744
'sky is clear',6653
'sky is clear',3220
mist,5334
mist,362
'moderate rain',357
'heavy snow',2429
'overcast clouds',524
'broken clouds',5125
'few clouds',6139
'sky is clear',610
'few clouds',3593
mist,6218
'heavy intensity rain',6291
'sky is clear',4928
'light rain',4693
'heavy snow',4377
mist,5339
'sky is clear',476
'few clouds',1226
mist,4627
'light snow',3930
'broken clouds',484
'light snow',3203
'light rain',5403
mist,5073
'sky is clear',483
haze,3752
'overcast clouds',4086
'overcast clouds',767
'sky is clear',4321
'Sky is Clear',5799
'sky is clear',2355
mist,278
'light snow',1831
'broken clouds',664
'light rain',1136
'scattered clouds',5445
'scattered clouds',5216
'sky is clear',4328
'scattered clouds',4219
fog,541
'overcast clouds',5542
mist,591
haze,6122
'light rain',849
'sky is clear',3436
'light intensity drizzle',6691
'overcast clouds',6232
'sky is clear',3677
'sky is clear',722
'few clouds',4179
'overcast clouds',4630
mist,340
'light intensity drizzle',407
'light rain',3036
'sky is clear',5982
'sky is clear',467
'broken clouds',2180
'broken clouds',4621
'sky is clear',2682
'overcast clouds',544
'light intensity drizzle',4879
mist,5611
mist,1064
'sky is clear',6065
'broken clouds',4703
'few clouds',1445
'light rain',2390
'sky is clear',1246
'broken clouds',899
'scattered clouds',1623
mist,5375
'light rain',3025
'few clouds',3122
'overcast clouds',2872
'sky is clear',836
'overcast clouds',4918
'overcast clouds',4313
mist,4766
'Sky is Clear',906
'light snow',4776
'light rain',6085
'heavy intensity rain',5088
mist,2977
haze,423
'light rain',3616
'light snow',5888
'few clouds',5721
'light rain',3138
'sky is clear',3076
'overcast clouds',4600
'moderate rain',367
'proximity thunderstorm',6668
'light rain',3586
'light rain',3021
'light snow',4409
'light rain',425
haze,254
mist,6251
'Sky is Clear',415
'sky is clear',5012
'sky is clear',3309
fog,5841
'scattered clouds',4139
'broken clouds',315
'proximity thunderstorm',3988
'broken clouds',4748
'sky is clear',290
'sky is clear',4098
'heavy snow',1079
'broken clouds',1848
'proximity thunderstorm',907
'sky is clear',2872
fog,425
'sky is clear',4618
'overcast clouds',430
'sky is clear',900
'light rain',3000
'broken clouds',296
haze,3914
haze,6494
haze,5104
'light snow',2903
'sky is clear',368
'sky is clear',5137
'moderate rain',356
'overcast clouds',2874
'broken clouds',4009
'proximity thunderstorm',6122
'broken clouds',5220
'overcast clouds',916
'overcast clouds',5923
'light rain',2158
'moderate rain',2458
'sky is clear',6350
'Sky is Clear',4045
'overcast clouds',795
'light rain',5063
mist,4527
'scattered clouds',4808
fog,802
'sky is clear',373
mist,5174
'overcast clouds',5135
mist,5313
'light snow',3216
'sky is clear',2827
mist,2827
'light rain',6044
'sky is clear',382
'Sky is Clear',2014
'broken clouds',3657
'light intensity drizzle',6750
'light snow',3997
'sky is clear',304
'light snow',3158
'sky is clear',3360
'broken clouds',3914
'few clouds',5014
haze,1209
'broken clouds',719
'light snow',4646
mist,443
'broken clouds',4706
'few clouds',4502
'sky is clear',2626
'overcast clouds',2902
'heavy intensity rain',5776
mist,772
'sky is clear',4350
'overcast clouds',2529
'Sky is Clear',221
'light snow',2398
'sky is clear',2075
'light snow',2020
'light snow',2148
drizzle,319
mist,1211
'proximity thunderstorm',324
'broken clouds',3282
'overcast clouds',4535
'light intensity drizzle',2217
'sky is clear',4643
'few clouds',553
mist,3250
mist,2149
'Sky is Clear',795
'moderate rain',5501
'scattered clouds',5428
'overcast clouds',284
mist,817
'broken clouds',4722
'scattered clouds',5441
'light snow',2087
mist,6531
snow,4949
'sky is clear',3059
'sky is clear',441
'broken clouds',243
'moderate rain',4748
'sky is clear',830
'light snow',675
'few clouds',1843
'overcast clouds',4739
mist,360
'sky is clear',1960
'overcast clouds',4746
'few clouds',4475
'heavy intensity drizzle',1354
drizzle,2796
'light rain',2810
'broken clouds',337
'sky is clear',5528
'overcast clouds',2408
mist,2126
'light rain',5053
'broken clouds',322
'few clouds',4952
'sky is clear',2514
'sky is clear',2586
'overcast clouds',4886
'scattered clouds',1184
'broken clouds',5436
'light snow',4879
snow,530
'broken clouds',2568
'sky is clear',5151
'scattered clouds',6027
'light intensity drizzle',4876
'sky is clear',6358
mist,4747
mist,2915
'few clouds',3366
'broken clouds',5154
'sky is clear',705
'sky is clear',4877
'scattered clouds',4424
'few clouds',3060
'sky is clear',4362
'light intensity drizzle',4695
'sky is clear',2731
'proximity thunderstorm',362
'few clouds',4804
'sky is clear',4495
mist,4767
'broken clouds',3135
mist,360
'sky is clear',1828
'Sky is Clear',5642
'broken clouds',5595
'light snow',5389
mist,4405
'overcast clouds',4934
'scattered clouds',4186
'overcast clouds',4376
haze,2696
'scattered clouds',4368
'light rain',6578
mist,3516
'sky is clear',745
'light rain',6369
'Sky is Clear',1219
'sky is clear',2741
'few clouds',4888
'few clouds',1009
'scattered clouds',4192
'sky is clear',420
mist,2373
'broken clouds',3038
'scattered clouds',2623
'sky is clear',891
'light rain',901
'sky is clear',6045
'few clouds',376
'sky is clear',5592
'Sky is Clear',4033
fog,5881
'moderate rain',4567
'sky is clear',381
'few clouds',4695
'sky is clear',2551
'overcast clouds',4452
'broken clouds',1854
mist,5817
'sky is clear',3476
'Sky is Clear',4972
'moderate rain',4679
'light rain',3005
'light snow',1941
'scattered clouds',1338
'broken clouds',4181
'sky is clear',419
'light rain',5125
'overcast clouds',4780
'sky is clear',6415
mist,4492
'broken clouds',5167
'scattered clouds',4879
'sky is clear',283
mist,5488
'light snow',538
'light intensity drizzle',4912
mist,439
haze,6087
'broken clouds',4958
'sky is clear',4658
'sky is clear',3283
'sky is clear',2228
mist,5615
'overcast clouds',4144
'light rain',344
'broken clouds',4601
mist,354
mist,3190
'few clouds',3246
'scattered clouds',1536
'sky is clear',4787
'scattered clouds',987
'sky is clear',1129
mist,5898
mist,3168
'proximity thunderstorm',3051
'overcast clouds',1915
'sky is clear',4291
mist,331
'few clouds',4642
'light rain',4585
'sky is clear',4939
'light rain',1616
mist,3983
'Sky is Clear',1565
'light intensity drizzle',6167
'sky is clear',2699
'light snow',2455
'broken clouds',4771
'sky is clear',6263
'broken clouds',1042
'light intensity drizzle',5007
'scattered clouds',5883
'sky is clear',5691
'sky is clear',4844
'scattered clouds',4929
'scattered clouds',4417
mist,5858
'sky is clear',4730
'scattered clouds',4534
mist,2720
'heavy intensity rain',359
haze,3157
mist,4919
'overcast clouds',4457
'overcast clouds',2696
'moderate rain',4766
'overcast clouds',2007
'sky is clear',4438
mist,5483
mist,3620
mist,113
'sky is clear',5741
'sky is clear',4679
'light rain',4709
mist,501
'sky is clear',2790
'heavy snow',1003
'few clouds',4422
'moderate rain',3990
'thunderstorm with heavy rain',6044
haze,5013
'sky is clear',5982
'sky is clear',6081
'thunderstorm with rain',2
'broken clouds',3279
'broken clouds',3436
snow,2149
mist,1520
'broken clouds',468
'heavy snow',5005
'light rain',6662
'sky is clear',817
'sky is clear',1043
'sky is clear',896
mist,1662
'proximity thunderstorm',3341
'few clouds',4922
'light intensity drizzle',287
'light intensity drizzle',2494
'few clouds',5661
'proximity thunderstorm',656
'light snow',2826
'Sky is Clear',370
'light intensity drizzle',864
'proximity thunderstorm',4958
'sky is clear',3208
'sky is clear',364
'sky is clear',664
'thunderstorm with heavy rain',5849
fog,242
'moderate rain',1093
mist,6602
fog,268
'overcast clouds',954
'scattered clouds',2717
'sky is clear',4866
'sky is clear',987
mist,4848
'Sky is Clear',325
'few clouds',3963
'sky is clear',5708
'sky is clear',289
'few clouds',4230
'sky is clear',4454
'sky is clear',341
mist,393
'heavy intensity rain',696
'heavy snow',4217
'sky is clear',1121
'sky is clear',1367
'proximity thunderstorm',4494
'few clouds',2836
'sky is clear',372
'few clouds',660
'heavy snow',661
'sky is clear',2081
'few clouds',653
mist,4820
mist,4274
'light rain',2682
'sky is clear',5162
haze,4780
'sky is clear',6383
'sky is clear',1256
'broken clouds',2993
'broken clouds',4431
'overcast clouds',4947
'scattered clouds',3280
'light snow',1275
'broken clouds',3002
'broken clouds',1221
'scattered clouds',3232
mist,511
'few clouds',5760
'sky is clear',465
'light rain',4752
mist,5392
'sky is clear',581
'sky is clear',4784
'overcast clouds',358
'sky is clear',2205
mist,293
'overcast clouds',355
'sky is clear',5998
'overcast clouds',4341
'overcast clouds',3226
'light intensity drizzle',2910
'scattered clouds',4443
'moderate rain',543
mist,2839
fog,2881
'sky is clear',1783
'proximity thunderstorm',6108
'scattered clouds',6054
mist,326
'broken clouds',5705
'scattered clouds',568
'sky is clear',4305
'Sky is Clear',6329
mist,1228
'overcast clouds',863
'overcast clouds',6204
haze,4775
mist,1665
'overcast clouds',5660
'overcast clouds',5062
mist,2518
'few clouds',3146
'overcast clouds',1882
'scattered clouds',5799
'broken clouds',1143
mist,6461
'moderate rain',5306
'overcast clouds',3755
'overcast clouds',301
'few clouds',2936
drizzle,1656
mist,4816
'light rain',1474
'few clouds',591
'broken clouds',4184
'thunderstorm with drizzle',4592
'light rain',435
'overcast clouds',4639
haze,4220
'Sky is Clear',692
'overcast clouds',2888
mist,5094
'overcast clouds',2982
'moderate rain',4421
'light snow',319
'light snow',3638
'sky is clear',256
'few clouds',4077
'light rain',5341
'sky is clear',4221
mist,2315
mist,1198
'Sky is Clear',2693
mist,283
'Sky is Clear',4214
'sky is clear',4206
'overcast clouds',4380
'scattered clouds',879
mist,924
'few clouds',3356
drizzle,5105
mist,3295
'overcast clouds',343
haze,3857
'light rain',4658
'broken clouds',5864
'light rain',4982
'heavy intensity rain',2201
'sky is clear',5061
'light rain',4275
'light rain',802
'broken clouds',1728
'light rain',2584
'sky is clear',1035
'overcast clouds',3156
drizzle,4631
'broken clouds',4229
'few clouds',600
'sky is clear',5229
'sky is clear',1736
mist,1206
'overcast clouds',5138
'few clouds',5024
'Sky is Clear',1926
'broken clouds',6359
'Sky is Clear',3811
'light snow',4836
'overcast clouds',2611
'overcast clouds',263
'overcast clouds',1293
'light snow',4554
'scattered clouds',3795
'sky is clear',2576
'few clouds',3708
'sky is clear',4678
mist,5315
'sky is clear',2638
'light intensity drizzle',5109
'few clouds',2389
'sky is clear',5327
'overcast clouds',2947
'light rain',4584
'few clouds',4314
mist,542
'scattered clouds',2761
'light intensity drizzle',4866
'few clouds',248
mist,823
mist,1110
'overcast clouds',4536
'scattered clouds',722
'Sky is Clear',5053
'moderate rain',3770
'sky is clear',630
mist,313
'sky is clear',4704
'scattered clouds',6458
'broken clouds',4805
'sky is clear',4781
'sky is clear',1674
'scattered clouds',509
'Sky is Clear',5738
drizzle,4458
'sky is clear',5938
'few clouds',662
mist,190
'sky is clear',270
mist,2105
mist,2755
'scattered clouds',5938
'overcast clouds',5826
'few clouds',5025
mist,2999
'overcast clouds',4055
'broken clouds',4470
'Sky is Clear',5187
'scattered clouds',1362
'light intensity drizzle',3395
'moderate rain',4896
'broken clouds',5390
'Sky is Clear',5810
'light intensity drizzle',1945
'light rain',5094
'sky is clear',5890
mist,2390
'sky is clear',3849
'sky is clear',2152
'overcast clouds',6658
'moderate rain',4904
'Sky is Clear',6064
'light snow',5710
drizzle,2164
'sky is clear',5163
'sky is clear',4690
haze,3563
'heavy snow',3756
'broken clouds',2926
'sky is clear',2205
haze,4509
mist,2607
'light rain',2874
'scattered clouds',6174
'light rain',6765
'proximity thunderstorm',5618
'scattered clouds',5121
'light rain',5777
'heavy intensity drizzle',2793
haze,1338
'Sky is Clear',6139
'light snow',370
'scattered clouds',3242
'sky is clear',1882
'light snow',5485
'overcast clouds',3464
mist,331
'sky is clear',1748
'overcast clouds',2503
'sky is clear',1004
'sky is clear',3067
'overcast clouds',306
'Sky is Clear',261
mist,3865
'overcast clouds',6255
'scattered clouds',5747
'sky is clear',1016
'light snow',3587
'sky is clear',861
mist,4560
'overcast clouds',4114
'moderate rain',522
mist,3637
'sky is clear',2228
'light snow',1441
'broken clouds',4748
'sky is clear',2020
mist,5014
'sky is clear',3154
'light rain',5477
fog,880
'overcast clouds',4552
'broken clouds',4646
'light rain',5308
'broken clouds',4844
'Sky is Clear',1295
'sky is clear',648
'sky is clear',535
'light snow',3838
'sky is clear',3244
'broken clouds',6473
'overcast clouds',6029
'sky is clear',1871
'scattered clouds',3299
'Sky is Clear',6558
haze,5191
'sky is clear',1173
mist,1836
'light snow',6040
'few clouds',5882
'sky is clear',4112
mist,2810
'sky is clear',257
'broken clouds',5336
'proximity thunderstorm',3124
'sky is clear',381
'broken clouds',6106
mist,620
'proximity thunderstorm',4451
mist,348
'sky is clear',4235
'sky is clear',5069
'sky is clear',654
'sky is clear',606
'few clouds',2501
'broken clouds',1200
'sky is clear',360
'sky is clear',556
'sky is clear',421
'overcast clouds',2397
mist,296
mist,5960
'overcast clouds',690
fog,4151
'broken clouds',894
'Sky is Clear',2542
'few clouds',2197
'light rain',6773
'Sky is Clear',2536
mist,5716
haze,384
mist,4534
'sky is clear',4554
'scattered clouds',4258
haze,3681
mist,708
'few clouds',3781
'overcast clouds',6570
'sky is clear',4976
'moderate rain',3310
'few clouds',369
fog,904
'Sky is Clear',364
'sky is clear',5376
'light rain',273
'moderate rain',858
'overcast clouds',364
'sky is clear',579
'sky is clear',2021
'sky is clear',5702
'sky is clear',4636
'light snow',5213
'overcast clouds',4809
'few clouds',6023
'Sky is Clear',1591
mist,3599
'light rain',4837
'scattered clouds',317
'broken clouds',6161
'overcast clouds',5746
'light snow',1120
'sky is clear',2821
'overcast clouds',2681
'sky is clear',1898
'broken clouds',862
'overcast clouds',508
'broken clouds',5894
'scattered clouds',1021
snow,3247
'overcast clouds',267
'light snow',3781
'light snow',2448
'overcast clouds',5232
'scattered clouds',858
'sky is clear',6508
'sky is clear',907
'Sky is Clear',4937
'overcast clouds',5446
'broken clouds',4088
'sky is clear',1666
snow,4895
'broken clouds',4965
'overcast clouds',6876
'light rain',311
'scattered clouds',4283
mist,4086
mist,739
drizzle,5872
'light snow',4643
'light rain',4598
mist,2894
mist,668
'moderate rain',2109
'light intensity drizzle',2822
'sky is clear',4841
'moderate rain',4385
haze,2560
'light rain',4818
'light rain',1669
'sky is clear',505
snow,963
'overcast clouds',4915
'sky is clear',720
'scattered clouds',485
mist,331
'sky is clear',851
'scattered clouds',6057
mist,5343
snow,3917
'sky is clear',382
'moderate rain',459
'sky is clear',696
'broken clouds',4143
'scattered clouds',5654
mist,614
'broken clouds',5461
'light rain',4562
'broken clouds',4687
mist,1928
'light rain',4936
'sky is clear',1292
'overcast clouds',4237
'sky is clear',1183
'sky is clear',5455
'broken clouds',5082
mist,3177
'light rain',5793
'sky is clear',451
'proximity thunderstorm',5033
'broken clouds',594
'overcast clouds',6470
'broken clouds',457
'sky is clear',934
'Sky is Clear',287
'sky is clear',4433
mist,2919
'broken clouds',5270
mist,1607
'overcast clouds',4720
'heavy intensity rain',4392
'sky is clear',4489
'light intensity drizzle',311
mist,6120
fog,828
mist,2527
'light snow',5681
mist,343
'light rain',516
'few clouds',983
haze,775
mist,336
'sky is clear',1451
mist,4362
mist,1449
'sky is clear',955
'Sky is Clear',819
'scattered clouds',5688
haze,765
'moderate rain',2786
'overcast clouds',3240
'moderate rain',4445
mist,6135
mist,1149
'moderate rain',345
'scattered clouds',4524
'sky is clear',4621
'light snow',5551
'sky is clear',2450
'scattered clouds',3281
'overcast clouds',5535
'sky is clear',2297
'overcast clouds',1853
'broken clouds',3655
'overcast clouds',2286
mist,704
'few clouds',578
'overcast clouds',4676
'sky is clear',2930
'sky is clear',1026
'sky is clear',6134
'sky is clear',285
'sky is clear',4646
'overcast clouds',3436
'moderate rain',357
'heavy snow',4881
'broken clouds',2202
'sky is clear',301
haze,5476
'light rain',5825
'overcast clouds',410
'sky is clear',324
'sky is clear',702
'sky is clear',3105
mist,5130
'sky is clear',4664
'few clouds',2975
'broken clouds',4132
'sky is clear',1056
'broken clouds',5312
'few clouds',2860
'sky is clear',802
'sky is clear',4925
haze,3153
'sky is clear',2969
'sky is clear',3177
'heavy snow',4719
mist,389
'proximity thunderstorm',365
'sky is clear',5136
'scattered clouds',1539
mist,1648
'broken clouds',3043
fog,773
'sky is clear',6662
'sky is clear',982
'sky is clear',5752
'sky is clear',796
'scattered clouds',4384
'sky is clear',2690
'proximity shower rain',6300
'thunderstorm with heavy rain',2499
'sky is clear',3198
fog,5616
mist,302
'sky is clear',5831
